brand,name,price,spec_score,user_votes,user_rating,os,utility: Business,utility: Everyday Use,utility: Performance,utility: Gaming,thickness_mm,weight_kg,warranty,screen_size,resolution_WIDTH,resolution_HEIGHT,resolution_category,ppi_num,ppi_category,battery_Wh,aspect_ratio,touch_screen,anti_glare,processor_gen,processor_brand,processor_core,base_processor_speed_GHz,turbo_processor_speed_GHz,no_cores,cache_memory_mb,graphics_brand,rom_capacity_gb,internal_memory_gb
infinix,INBook Y1 Plus Neo 2023 XL30,18990.0,42.0,1236.0,4.1, windows 11,0,0,1,0,18.15,1.76,1.0,15.6,1080.0,1920.0,Average,141.0,Average,40.0,,0,1,11.0,intel,Celeron,1.1,2.8,4.0,4.0,intel,4.0,128.0
asus,Vivobook 16X 2023 K3605ZU-MB541WS,76990.0,69.0,78.0,4.3, windows 11,0,0,0,1,20.0,1.8,1.0,16.0,1200.0,1920.0,Good,283.0,High,70.0,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
asus,Vivobook 15 X1502ZA-EJ741WS,59990.0,63.0,526.0,4.0, windows 11,0,0,1,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,42.0,16:9,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,intel,16.0,512.0
lenovo,Ideapad Gaming 3 82SB00NXIN,54790.0,65.0,590.0,4.2, windows 11,0,0,0,1,21.8,2.32,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,7.0,amd,Ryzen 5,3.3,4.55,6.0,16.0,nvidia,16.0,512.0
infinix,Zerobook ZL513 2023,49990.0,52.0,411.0,4.1, windows 11,0,0,1,0,16.95,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,70.0,,0,0,13.0,intel,Core i5,,4.7,12.0,18.0,intel,16.0,512.0
dell,Inspiron 3525,36890.0,59.0,68.0,4.1, windows 11,0,1,0,0,23.5,1.68,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,5.0,amd,Ryzen 5,2.1,4.0,6.0,8.0,amd,8.0,512.0
asus,Vivobook 16X 2023 K3605ZU-MB741WS,86990.0,72.0,115.0,4.1, windows 11,0,0,0,1,20.0,1.8,1.0,16.0,1200.0,1920.0,Good,283.0,High,63.0,16:10,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,512.0
asus,TUF Gaming F15 2022 FX507ZC4-HN116W Gaming,72990.0,71.0,431.0,4.5, windows 11,0,0,1,0,24.9,2.2,1.0,15.6,1080.0,1920.0,Average,141.0,Average,90.0,,0,1,12.0,intel,Core i5,2.5,4.5,12.0,18.0,nvidia,16.0,512.0
dell,Latitude 3420 GD723YX17,36280.0,55.0,74.0,3.8, ubuntu,0,1,0,0,17.6,1.6,1.0,14.0,768.0,1366.0,Poor,112.0,Low,,16:9,0,0,11.0,intel,Core i5,2.4,4.2,4.0,8.0,intel,8.0,512.0
dell,Inspiron 5630,72990.0,66.0,81.0,4.2, windows 11,0,0,0,0,18.2,1.85,1.0,16.0,1600.0,2560.0,Good,141.0,Average,54.0,16:10,0,1,13.0,intel,Core i5,1.9,4.6,12.0,12.0,intel,16.0,512.0
acer,Aspire 3 A315-59 NX.K6TSI.00C,31990.0,53.0,115.0,4.3, windows 11,0,0,1,0,19.8,1.78,1.0,15.6,1080.0,1920.0,Average,141.0,Average,45.0,,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
hp,Victus 15-fb0137AX Gaming,64990.0,63.0,410.0,4.5, windows 11,0,0,1,0,,2.37,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,5.0,amd,Ryzen 7,3.2,4.4,8.0,16.0,nvidia,16.0,512.0
acer,Aspire 7 A715-76G NH.QMFSI.004 Gaming,57990.0,64.0,1295.0,4.2, windows 11,0,0,1,0,,2.1,1.0,15.6,1080.0,1920.0,Average,141.0,Average,50.0,,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
hp,Pavilion 15-eg3081TU,70490.0,62.0,68.0,4.6, windows 11,0,0,1,0,17.9,1.75,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i5,1.9,4.6,12.0,12.0,intel,16.0,512.0
asus,Vivobook 14X OLED 2023 K3405VCB-KM542WS,89900.0,64.0,111.0,4.6, windows 11,0,0,1,0,18.9,1.4,1.0,14.0,1800.0,2880.0,Good,243.0,High,63.0,16:10,0,1,13.0,intel,Core i5,,4.7,12.0,18.0,nvidia,16.0,512.0
hp,Victus 15-fb0122AX Gaming,52999.0,63.0,73.0,4.1, windows 11,0,0,0,1,23.0,2.37,1.0,15.6,1080.0,1920.0,Average,137.0,Low,52.5,16:9,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,nvidia,8.0,512.0
asus,Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS,149990.0,83.0,98.0,4.4, windows 11,0,1,0,0,19.9,1.9,1.0,16.0,2000.0,3200.0,Good,236.0,High,96.0,16:10,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,nvidia,16.0,1024.0
acer,Predator Helios Neo 16 PHN16-71 Gaming,112990.0,70.0,800.0,4.4, windows 11,0,0,1,0,2.6,2.6,1.0,16.0,1200.0,1920.0,Average,142.0,Average,90.0,,0,1,13.0,intel,Core i7,,5.0,16.0,30.0,nvidia,16.0,1024.0
hp,Victus 15-fa0998TX Gaming,68990.0,68.0,90.0,4.7, windows 11,0,0,0,1,22.5,2.37,1.0,15.6,1080.0,1920.0,Average,137.0,Low,70.0,16:9,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
hp,Victus 15-fa0666TX Gaming,68490.0,62.0,425.0,4.1, windows 11,0,0,0,1,,,1.0,15.6,1080.0,1920.0,Average,137.0,Low,52.5,16:9,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
hp,Omen 16-n0123AX Gaming,104990.0,73.0,223.0,4.6, windows 11,0,0,0,1,,2.37,1.0,16.1,1440.0,2560.0,Good,182.0,High,83.0,,0,1,6.0,amd,Ryzen 7,3.2,4.7,8.0,16.0,nvidia,16.0,1024.0
acer,Nitro 5 AN515-47 Gaming,69990.0,68.0,227.0,4.5, windows 11,0,0,0,0,26.9,2.5,1.0,15.6,1080.0,1920.0,Average,141.0,Average,57.0,,0,1,7.0,amd,Ryzen 7,3.2,4.75,8.0,16.0,nvidia,16.0,512.0
msi,Sword 15 A12VF-401IN Gaming,94990.0,74.0,143.0,4.5, windows 11,0,0,0,0,25.0,2.25,2.0,15.6,1080.0,1920.0,Average,141.0,Average,53.5,,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,1024.0
hp,Pavilion x360 14-ek1010TU,74490.0,65.0,167.0,4.1, windows 11,0,0,0,0,17.0,1.41,1.0,14.0,1080.0,1920.0,Average,157.0,Average,43.0,,1,0,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,1024.0
msi,Stealth 17 A13VH-055IN Gaming,489883.0,98.0,105.0,4.7, windows 11,0,0,0,0,20.1,2.8,2.0,17.3,2160.0,3840.0,Best,255.0,Highest,99.0,,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,nvidia,64.0,2048.0
acer,Extensa EX215-23 NX.EH3SI.003,31990.0,50.0,1863.0,4.1, windows 11,0,0,0,0,18.9,1.78,1.0,15.6,1080.0,1920.0,Average,141.0,Average,40.0,,0,0,7.0,amd,Ryzen 5,2.8,4.3,4.0,4.0,amd,8.0,512.0
samsung,Galaxy Book2 NP550XED-KA2IN,52990.0,56.0,2556.0,4.3, windows 11,0,0,0,0,18.5,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,43.0,,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,16.0,512.0
dell,Vostro 3520,46490.0,54.0,516.0,3.9, windows 11,0,0,0,0,,,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,8.0,512.0
dell,Latitude 3430,108000.0,59.0,99.0,4.4, windows 11,0,1,0,0,,,1.0,14.0,768.0,1366.0,Poor,112.0,Low,,16:9,0,0,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,8.0,512.0
hp,Chromebook 14a-na1004TU,17990.0,38.0,1084.0,3.8, chrome,0,0,1,0,17.9,1.46,1.0,14.0,768.0,1366.0,Bad,112.0,Low,,,1,0,,intel,Celeron,1.1,2.8,2.0,4.0,intel,4.0,64.0
asus,ROG Flow X13 GV301RC-LJ073WS Gaming,89990.0,75.0,160.0,4.5, windows 11,0,0,0,0,16.9,1.3,1.0,13.4,1200.0,1920.0,Average,169.0,High,62.0,,1,0,6.0,amd,Ryzen 9,3.3,4.9,8.0,16.0,nvidia,16.0,1024.0
acer,Aspire 5 A515-57G UN.K9TSI.002 Gaming,52990.0,68.0,1242.0,4.0, windows 11,0,0,0,1,17.9,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,12.0,intel,Core i5,1.7,4.4,12.0,12.0,nvidia,16.0,512.0
asus,Vivobook 16X 2022 M1603QA-MB711WS,54990.0,64.0,271.0,4.4, windows 11,0,0,0,0,19.9,1.8,1.0,16.0,1200.0,1920.0,Good,283.0,High,,16:10,0,1,5.0,amd,Ryzen 7,3.2,4.4,8.0,16.0,amd,16.0,512.0
asus,Vivobook 15 Touch X515EA-EZ311WS,31990.0,54.0,662.0,4.3, windows 11,0,0,1,0,19.9,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,37.0,,1,0,11.0,intel,Core i3,,4.1,2.0,6.0,intel,8.0,512.0
hp,Victus 16-e0352AX Gaming,46990.0,65.0,57.0,4.4, windows 11,0,0,0,0,24.0,2.48,1.0,16.1,1080.0,1920.0,Average,137.0,Low,70.0,,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,nvidia,8.0,512.0
dell,G15-5520,69890.0,68.0,922.0,4.2, windows 11,0,0,0,1,26.9,2.57,1.0,15.6,1080.0,1920.0,Average,141.0,Average,56.0,,0,1,12.0,intel,Core i5,2.5,4.5,12.0,18.0,nvidia,16.0,512.0
dell,Precision 5550,184999.0,66.0,64.0,4.2, windows 10,0,0,0,0,11.65,1.84,,15.6,1200.0,1920.0,Poor,145.0,Low,,,0,1,10.0,intel,Core i7,2.6,5.0,6.0,12.0,nvidia,16.0,512.0
lenovo,Legion 9i 83AG0044IN,449990.0,89.0,69.0,4.3, windows 11,0,0,0,1,18.9,2.56,1.0,16.0,2000.0,3200.0,Best,236.0,Highest,99.9,,0,1,13.0,intel,Core i9,,5.6,24.0,36.0,nvidia,32.0,2048.0
infinix,INBook Y4 Max Series YL613,37990.0,52.0,69.0,4.1, windows 11,0,0,0,0,17.95,1.78,1.0,16.0,1200.0,1920.0,Good,142.0,High,70.0,16:10,0,1,13.0,intel,Core i3,1.2,4.5,6.0,10.0,intel,8.0,512.0
hp,Envy x360 15-fe0011TX,120490.0,68.0,97.0,4.0, windows 11,0,0,0,0,18.4,2.14,1.0,15.6,1080.0,1920.0,Bad,141.0,Low,55.0,,1,0,13.0,intel,Core i7,,5.0,10.0,12.0,nvidia,16.0,512.0
lenovo,Thinkpad E16 G1 21JN004DIG,42990.0,59.0,55.0,4.8, windows 11,0,0,1,0,19.85,1.77,,16.0,1080.0,1920.0,Average,141.0,Average,47.0,,0,1,13.0,intel,Core i3,1.2,4.5,6.0,10.0,intel,8.0,512.0
msi,Commercial 14 H A13MG-064IN,87990.0,62.0,70.0,4.4, windows 11,0,0,1,0,18.6,1.6,3.0,14.0,1200.0,1920.0,Average,162.0,High,53.8,,0,0,13.0,intel,Core i5,,4.6,8.0,12.0,intel,16.0,512.0
hp,15-FC0029AU,41990.0,56.0,79.0,4.6, windows 11,0,0,1,0,18.6,1.59,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,7.0,amd,Ryzen 5,2.8,4.3,4.0,4.0,amd,8.0,512.0
lenovo,IdeaPad 1 82V700ECIN,30700.0,46.0,87.0,4.4, windows 11,0,0,1,0,19.9,1.7,1.0,15.6,768.0,1366.0,Poor,100.0,Low,42.0,16:9,0,1,4.0,intel,Celeron,1.1,2.8,2.0,4.0,intel,8.0,512.0
honor,MagicBook X16 Pro 2024,79990.0,57.0,52.0,4.4, windows 11,0,1,0,0,17.9,1.75,1.0,16.0,1200.0,1920.0,Good,142.0,Average,60.0,16:10,0,1,13.0,intel,Core i5,,4.6,8.0,12.0,intel,16.0,512.0
honor,MagicBook X14 Pro 2024,59990.0,54.0,61.0,4.0, windows 11,0,1,0,0,16.5,1.4,1.0,14.0,1200.0,1920.0,Good,162.0,High,60.0,16:10,0,1,13.0,intel,Core i5,,4.6,8.0,12.0,intel,16.0,512.0
samsung,Galaxy Book 4 Edge,162990.0,55.0,86.0,4.4, windows 11,0,1,0,0,,,1.0,16.0,1800.0,2880.0,Good,212.0,Average,76.0,,1,0,,,,,,,,,32.0,1024.0
hp,Victus 15-fa1216TX Gaming,74490.0,62.0,78.0,4.1, windows 11,0,0,0,1,23.5,2.29,1.0,15.6,1080.0,1920.0,Average,141.0,Average,70.0,,0,1,13.0,intel,Core i5,,4.6,8.0,12.0,nvidia,16.0,512.0
msi,Stealth 14 AI Studio A1VGG-054IN Gaming,229990.0,83.0,91.0,4.0, windows 11,0,0,0,0,19.9,1.7,2.0,15.6,1800.0,2880.0,Average,194.0,Average,72.0,,0,1,,intel,Core Ultra 7,1.4,4.8,16.0,24.0,nvidia,32.0,1024.0
msi,Katana A15 AI B8VE-418IN Gaming,113861.0,70.0,104.0,4.1, windows 11,0,0,1,0,,2.25,2.0,15.75,1080.0,1920.0,Bad,140.0,Low,53.5,,0,1,8.0,amd,Ryzen 7,3.8,5.1,8.0,16.0,nvidia,16.0,512.0
msi,Katana A17 AI B8VF-845IN Gaming,119990.0,77.0,87.0,4.0, windows 11,0,0,1,0,25.2,2.7,2.0,17.3,1080.0,1920.0,Bad,127.0,Lowest,53.5,,0,1,8.0,amd,Ryzen 7,3.8,5.1,8.0,16.0,nvidia,16.0,1024.0
msi,Cyborg 15 AI A1VEK-050IN Gaming,107990.0,68.0,83.0,4.4, windows 11,0,0,1,0,21.95,1.98,2.0,15.6,1080.0,1920.0,Average,141.0,Average,53.5,,0,1,,intel,Core Ultra 7,1.4,4.8,16.0,24.0,nvidia,16.0,1024.0
msi,Cyborg 15 AI A1VEK-051IN Gaming,104072.0,66.0,75.0,4.0, windows 11,0,0,1,0,21.95,1.98,2.0,15.6,1080.0,1920.0,Average,141.0,Average,53.5,,0,1,,intel,Core Ultra 5,1.2,4.5,14.0,18.0,nvidia,16.0,1024.0
msi,Cyborg 15 AI A1VFK-049IN Gaming,114990.0,69.0,105.0,4.3, windows 11,0,0,1,0,21.95,1.98,2.0,15.6,1080.0,1920.0,Bad,141.0,Low,53.5,,0,1,,intel,Core Ultra 7,1.4,4.8,16.0,24.0,nvidia,16.0,1024.0
msi,Raider GE78 HX 14VHG-805IN Gaming,299990.0,93.0,65.0,4.5, windows 11,0,0,1,0,23.0,3.1,2.0,17.0,1600.0,2560.0,Average,178.0,Low,99.9,,0,1,14.0,intel,Core i9,2.2,5.8,24.0,36.0,nvidia,32.0,2048.0
msi,Commercial 14 H A13MG vPro-065IN,109990.0,69.0,89.0,4.5, windows 11,0,0,1,0,18.6,1.6,3.0,14.0,1200.0,1920.0,Average,162.0,Average,53.8,,0,0,13.0,intel,Core i7,,5.0,14.0,24.0,intel,32.0,1024.0
hp,Envy x360 ‎14-fc0100TU,133999.0,71.0,66.0,4.1, windows 11,0,0,0,0,17.02,1.44,1.0,14.0,1200.0,1920.0,Average,162.0,Average,59.0,,1,0,,intel,Core Ultra 7,1.7,4.8,12.0,12.0,intel,32.0,1024.0
apple,MacBook Air 2024 MRXW3HN/A,134900.0,48.0,58.0,4.3, mac,0,0,1,0,11.3,1.24,1.0,13.6,1664.0,2560.0,Good,224.0,High,52.6,,0,0,3.0,apple,,,,8.0,,apple,8.0,512.0
apple,MacBook Air 15 2024,174900.0,57.0,100.0,4.4, mac,0,0,1,0,11.5,1.51,1.0,15.3,1864.0,2880.0,Good,224.0,High,66.5,,0,0,3.0,apple,,,,8.0,16.0,,16.0,512.0
msi,Thin A15 AI B7UCX-068IN Gaming,72990.0,69.0,65.0,4.0, windows 11,0,0,0,0,21.7,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,52.4,,0,1,7.0,amd,Ryzen 5,3.3,4.55,6.0,16.0,nvidia,16.0,512.0
msi,Thin A15 AI B7UC-067IN Gaming,78990.0,70.0,103.0,4.3, windows 11,0,0,0,0,21.7,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,52.4,,0,1,7.0,amd,Ryzen 5,3.3,4.55,6.0,16.0,nvidia,16.0,512.0
hp,Envy x360 14-fc0105TU,96999.0,64.0,79.0,4.6, windows 11,0,0,0,0,17.02,1.44,1.0,14.0,1200.0,1920.0,Average,162.0,Average,,,1,0,,intel,Core Ultra 5,1.3,4.3,12.0,12.0,intel,16.0,512.0
msi,Thin A15 AI B7VE-066IN Gaming,81990.0,71.0,107.0,4.5, windows 11,0,0,0,0,21.7,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,52.4,,0,1,7.0,amd,Ryzen 5,3.3,4.55,6.0,16.0,nvidia,16.0,512.0
msi,Thin A15 AI B7VE-065IN Gaming,103990.0,73.0,93.0,4.3, windows 11,0,0,0,0,21.7,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,52.4,,0,1,7.0,amd,Ryzen 7,3.2,4.75,8.0,16.0,nvidia,16.0,1024.0
msi,Thin A15 AI B7VF-064IN Gaming,111990.0,75.0,97.0,4.4, windows 11,0,0,0,0,21.7,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,53.5,,0,1,7.0,amd,Ryzen 7,3.2,4.75,8.0,16.0,nvidia,16.0,1024.0
msi,Stealth 16 AI Studio A1VGG-057IN Gaming,249990.0,86.0,105.0,4.6, windows 11,0,0,0,1,19.95,1.99,2.0,16.0,1600.0,2560.0,Average,189.0,Average,99.0,,0,0,,intel,Core Ultra 9,2.3,5.1,16.0,24.0,nvidia,32.0,2048.0
msi,Vector 16 HX A14VGG-279IN Gaming,225862.0,88.0,68.0,4.5, windows 11,0,0,0,1,28.55,2.7,2.0,16.0,1600.0,2560.0,Average,178.0,Low,90.0,16:10,0,1,14.0,intel,Core i7,2.1,5.5,20.0,33.0,nvidia,32.0,1024.0
msi,Vector 17 HX A14VHG-806IN Gaming,279990.0,92.0,93.0,4.5, windows 11,0,0,0,1,29.45,3.0,2.0,17.0,1600.0,2560.0,Average,178.0,Low,90.0,16:10,0,1,14.0,intel,Core i9,2.2,5.8,24.0,36.0,nvidia,32.0,2048.0
chuwi,HeroBook Plus,18990.0,38.0,347.0,3.9, windows 11,0,1,0,0,,1.74,1.0,15.6,1080.0,1920.0,Average,141.0,Average,38.0,16:9,0,0,,intel,Celeron,1.1,2.8,2.0,4.0,intel,8.0,256.0
infinix,INBook X2 Slim XL23 Series,32990.0,52.0,76.0,4.6, windows 11,0,0,0,0,14.8,1.24,1.0,14.0,1080.0,1920.0,Average,157.0,High,50.0,,0,0,11.0,intel,Core i5,2.5,4.5,4.0,8.0,intel,8.0,512.0
xiaomi,Redmi Book Pro 16 2024,69990.0,62.0,66.0,4.1, windows 11,0,0,0,0,15.9,1.88,1.0,16.0,1920.0,3072.0,Good,189.0,High,99.0,16:10,0,1,,intel,Core Ultra 5,1.2,4.5,14.0,18.0,intel,32.0,1024.0
xiaomi,Redmi Book Pro 14 2024,59990.0,61.0,102.0,4.8, windows 11,0,0,0,0,15.9,1.46,2.0,14.0,1800.0,2880.0,Good,243.0,High,80.0,16:10,0,1,,intel,Core Ultra 5,1.2,4.5,14.0,18.0,intel,16.0,512.0
msi,Modern 15 C13M-080IN,69990.0,61.0,89.0,4.2, windows 11,0,0,1,0,19.9,1.9,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,13.0,intel,Core i7,,5.0,14.0,24.0,intel,16.0,1024.0
msi,Modern 15 C13M-079IN,79990.0,66.0,73.0,4.4, windows 11,0,0,1,0,19.9,1.9,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,intel,16.0,1024.0
msi,Modern 15 C13M-081IN,59990.0,57.0,54.0,4.2, windows 11,0,0,1,0,19.9,1.9,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,13.0,intel,Core i5,,4.6,8.0,12.0,intel,16.0,512.0
chuwi,GemiBook Plus CWI620,21990.0,46.0,292.0,4.1, windows 11,0,0,0,0,19.8,1.74,1.0,15.6,1080.0,1920.0,Average,156.0,High,38.0,16:9,0,0,12.0,intel,Celeron,,3.4,4.0,6.0,intel,8.0,256.0
lenovo,Legion Y9000K 2024 Gaming,349990.0,92.0,111.0,4.2, windows 11,0,0,0,1,,,1.0,16.0,2000.0,3200.0,Good,236.0,High,99.9,16:10,0,1,14.0,intel,Core i9,2.2,5.8,24.0,36.0,nvidia,64.0,2048.0
hp,Pavilion Plus 14-ew0116TU,67490.0,57.0,73.0,4.0, windows 11,0,0,0,0,17.5,1.38,1.0,14.0,1200.0,1920.0,Good,162.0,High,51.0,,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,512.0
msi,Stealth 16 AI Studio A1VFG-058IN Gaming,199990.0,80.0,91.0,4.1, windows 11,0,0,0,1,19.95,1.99,2.0,16.0,1600.0,2560.0,Average,189.0,Average,99.0,,0,0,,intel,Core Ultra 7,1.4,4.8,16.0,24.0,nvidia,32.0,1024.0
msi,Modern 14 D13MG-073IN,58990.0,56.0,100.0,4.3, windows 11,0,0,1,0,18.6,1.6,1.0,14.0,1200.0,1920.0,Good,162.0,High,,,0,0,13.0,intel,Core i5,,4.6,8.0,12.0,intel,16.0,512.0
samsung,Galaxy Book 4 360 NP750QGK-KG3IN,138990.0,61.0,67.0,4.1, windows 11,0,0,0,0,13.7,1.46,1.0,15.6,1080.0,1920.0,Bad,141.0,Low,68.0,,1,0,,intel,Core 7,1.8,5.4,10.0,12.0,intel,16.0,1024.0
samsung,Galaxy Book 4 Pro 360 NP960QGK-KG1IN,163990.0,69.0,81.0,4.5, windows 11,0,1,0,0,12.8,1.66,1.0,16.0,1800.0,2880.0,Good,212.0,Average,76.0,,1,0,,intel,Core Ultra 7,1.4,4.8,16.0,24.0,intel,16.0,512.0
samsung,Galaxy Book 4 360 NP750QGK-KG2IN,122990.0,59.0,51.0,4.6, windows 11,0,0,0,0,13.7,1.46,1.0,15.6,1080.0,1920.0,Bad,141.0,Low,68.0,,1,0,,intel,Core 7,1.8,5.4,10.0,12.0,intel,16.0,512.0
samsung,Galaxy Book 4 360 NP750QGK-KG1IN,114990.0,57.0,80.0,4.6, windows 11,0,0,0,0,13.7,1.46,1.0,15.6,1080.0,1920.0,Bad,141.0,Low,68.0,16:10,1,0,,intel,Core 5,1.4,5.0,10.0,12.0,intel,16.0,512.0
samsung,Galaxy Book 4 Pro 360 NP960QGK-KG2IN,179990.0,70.0,108.0,4.4, windows 11,0,1,0,0,12.8,1.66,1.0,16.0,1800.0,2880.0,Good,212.0,Average,76.0,,1,0,,intel,Core Ultra 7,1.4,4.8,16.0,24.0,intel,16.0,1024.0
lenovo,LOQ 15IRH8 82XV00LTIN 2023 Gaming,73882.0,68.0,92.0,4.7, windows 11,0,0,0,1,25.2,2.4,1.0,15.6,1080.0,1920.0,Average,184.0,High,60.0,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
lenovo,IdeaPad Slim 3 82H803W7IN,35500.0,48.0,91.0,4.5, windows 11,0,0,1,0,,,1.0,15.6,1080.0,1920.0,Average,157.0,High,45.0,16:9,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
dell,Inspiron 5620 ICC-C783534WIN8,64990.0,66.0,60.0,4.2, windows 11,0,0,0,0,16.0,1.87,1.0,16.0,1080.0,1920.0,Average,138.0,Low,54.0,16:10,0,1,12.0,intel,Core i5,1.7,4.4,12.0,12.0,intel,16.0,512.0
msi,Prestige 16 AI Studio B1VFG,169990.0,81.0,99.0,4.2, windows 11,0,0,0,1,18.95,1.6,2.0,16.0,1600.0,2560.0,Average,189.0,Average,99.9,,0,1,,intel,Core Ultra 7,1.4,4.8,16.0,24.0,nvidia,32.0,1024.0
msi,Modern 14 D13MG-071IN,78990.0,66.0,100.0,4.7, windows 11,0,0,1,0,18.6,1.6,1.0,14.0,1200.0,1920.0,Good,162.0,High,,,0,0,13.0,intel,Core i9,2.6,5.4,14.0,24.0,intel,16.0,1024.0
msi,Modern 14 D13MG-072IN,68990.0,60.0,65.0,4.5, windows 11,0,0,1,0,18.6,1.6,1.0,14.0,1200.0,1920.0,Good,162.0,High,,,0,0,13.0,intel,Core i7,,4.9,10.0,24.0,intel,16.0,1024.0
msi,Prestige 16 AI Evo  B1MG,119990.0,70.0,65.0,4.3, windows 11,0,0,1,0,18.95,1.5,2.0,16.0,1600.0,2561.0,Good,189.0,High,99.9,,0,1,,intel,Core Ultra 7,1.4,4.8,16.0,24.0,intel,16.0,1024.0
msi,Prestige 13 AI Evo A1MG 2024,114990.0,69.0,82.0,4.3, windows 11,0,0,1,0,16.9,0.99,2.0,13.3,1800.0,2880.0,Good,170.0,Average,75.0,16:10,0,1,,intel,Core Ultra 7,1.4,4.8,16.0,24.0,intel,16.0,1024.0
msi,Prestige 13 AI Evo A1MG,99990.0,66.0,76.0,4.2, windows 11,0,0,1,0,16.9,0.99,2.0,13.3,1800.0,2880.0,Good,170.0,High,75.0,16:10,0,1,,intel,Core Ultra 5,1.2,4.5,14.0,18.0,intel,16.0,1024.0
msi,Prestige 16 AI Studio B1VEG,159990.0,80.0,82.0,4.8, windows 11,0,0,0,1,18.95,1.6,2.0,16.0,1600.0,2560.0,Average,189.0,Average,99.9,,0,1,,intel,Core Ultra 7,1.4,4.8,16.0,24.0,nvidia,32.0,1024.0
acer,Aspire Lite AL15-51,47990.0,59.0,109.0,4.3, windows 11,0,0,1,0,19.7,1.59,1.0,15.6,1080.0,1920.0,Average,141.0,Average,36.0,16:9,0,1,11.0,intel,Core i7,1.2,4.7,4.0,12.0,intel,16.0,512.0
samsung,Galaxy Book 4 Pro 14 NP940XGK-KG2IN,139990.0,66.0,88.0,4.0, windows 11,0,1,0,0,11.6,1.23,1.0,14.0,1800.0,2880.0,Good,243.0,High,63.0,,1,0,,intel,Core Ultra 7,1.4,4.8,16.0,24.0,intel,16.0,512.0
samsung,Galaxy Book 4 Pro 14 NP940XGK-KG3IN,171990.0,72.0,98.0,4.8, windows 11,0,1,0,0,11.6,1.23,1.0,14.0,1800.0,2880.0,Good,243.0,High,63.0,,1,0,,intel,Core Ultra 7,1.4,4.8,16.0,24.0,intel,32.0,1024.0
samsung,Galaxy Book 4 Pro 14 NP940XGK-KS1IN,131990.0,65.0,59.0,4.5, windows 11,0,1,0,0,11.6,1.23,1.0,14.0,1800.0,2880.0,Good,243.0,High,63.0,,1,0,,intel,Core Ultra 5,1.2,4.5,14.0,18.0,intel,16.0,512.0
samsung,Galaxy Book 4 Pro NP960XGK-KG1IN,141990.0,65.0,85.0,4.1, windows 11,0,1,0,0,12.5,1.56,1.0,16.0,1800.0,2880.0,Good,212.0,High,76.0,,1,0,,intel,Core Ultra 5,1.2,4.5,14.0,18.0,intel,16.0,512.0
